iter	MultiClass
1505	0.03181298589
1506	0.03174926653
1507	0.03173997783
1508	0.03170520242
1509	0.03169403215
1510	0.0316700725
1511	0.03165594203
1512	0.0315969997
1513	0.03157204732
1514	0.03154664499
1515	0.03152186983
1516	0.03151070712
1517	0.03148369015
1518	0.03145811492
1519	0.03140463584
1520	0.03137012252
1521	0.03134464857
1522	0.03130965469
1523	0.03128195389
1524	0.0312659483
1525	0.03123084917
1526	0.03119113335
1527	0.03115592811
1528	0.03110022231
1529	0.03105687681
1530	0.03104810518
1531	0.03099418989
1532	0.03097190307
1533	0.03094532661
1534	0.0309189695
1535	0.03087315
1536	0.03081392286
1537	0.03080318577
1538	0.03077706961
1539	0.03071952906
1540	0.03069417678
1541	0.03065249736
1542	0.03059733661
1543	0.03056087956
1544	0.03053967557
1545	0.03045708618
1546	0.03040950874
1547	0.03038835805
1548	0.03036628072
1549	0.03034121432
1550	0.03029341878
1551	0.03027730848
1552	0.03023146554
1553	0.03021820677
1554	0.03016731504
1555	0.03015485345
1556	0.03012609806
1557	0.03009993177
1558	0.03007937019
1559	0.03005627194
1560	0.03001428096
1561	0.02995670661
1562	0.02993590556
1563	0.02989971258
1564	0.02987715569
1565	0.02983287989
1566	0.02979689183
1567	0.02977119949
1568	0.02975330012
1569	0.02969000361
1570	0.02966151874
1571	0.02963526014
1572	0.0296166864
1573	0.02959689722
1574	0.02956863123
1575	0.02952717342
1576	0.02947960464
1577	0.02945999951
1578	0.02942321511
1579	0.02940695964
1580	0.02939367566
1581	0.02937527446
1582	0.02934127122
1583	0.02931087537
1584	0.0293035812
1585	0.02929378987
1586	0.0292842351
1587	0.02925419369
1588	0.02922426737
1589	0.02917775006
1590	0.02914031267
1591	0.02910213064
1592	0.0290933643
1593	0.02906782259
1594	0.0290456805
1595	0.02902484142
1596	0.02899517493
1597	0.02895954206
1598	0.02891161426
1599	0.02889594077
1600	0.02888011523
1601	0.02885900262
1602	0.02885021464
1603	0.02883249777
1604	0.0287877758
1605	0.02876061674
1606	0.02873776346
1607	0.02872663306
1608	0.02868948444
1609	0.02868365829
1610	0.02866168002
1611	0.02864342166
1612	0.02862789079
1613	0.02858037326
1614	0.02855378351
1615	0.02853777301
1616	0.02853160432
1617	0.02852217237
1618	0.02849579353
1619	0.02847977969
1620	0.02843193198
1621	0.02838326071
1622	0.02835985455
1623	0.02833616977
1624	0.02831409025
1625	0.02827773395
1626	0.02825094819
1627	0.02824063375
1628	0.02822057227
1629	0.02820904259
1630	0.0281845205
1631	0.02815610118
1632	0.02812941638
1633	0.02811363399
1634	0.02809768822
1635	0.02805510092
1636	0.02802417276
1637	0.02801104819
1638	0.02798442468
1639	0.0279500967
1640	0.02793321011
1641	0.02789771725
1642	0.02788273656
1643	0.02785464371
1644	0.02783880932
1645	0.02780830208
1646	0.0277732598
1647	0.02775915334
1648	0.02774140704
1649	0.02770682263
1650	0.02769536884
1651	0.02768207486
1652	0.0276461402
1653	0.02761504825
1654	0.02758932615
1655	0.02754913361
1656	0.02752776651
1657	0.02749009631
1658	0.02746773828
1659	0.02745056197
1660	0.02742749629
1661	0.02740858044
1662	0.02733687954
1663	0.02731217612
1664	0.0273019678
1665	0.02728653266
1666	0.02727249607
1667	0.02725219075
1668	0.02722786229
1669	0.02714892978
1670	0.02711019065
1671	0.0270727022
1672	0.02705540926
1673	0.02704801835
1674	0.02703292751
1675	0.02697568725
1676	0.02695219964
1677	0.02694102844
1678	0.02691810959
1679	0.02690423558
1680	0.02688778002
1681	0.02687278469
1682	0.02683825641
1683	0.02682273458
1684	0.02680174384
1685	0.02678947238
1686	0.02674602045
1687	0.0267060471
1688	0.0266861666
1689	0.02667548107
1690	0.02666436317
1691	0.02662060597
1692	0.02659111054
1693	0.02657112391
1694	0.02656089024
1695	0.02653386772
1696	0.02652113671
1697	0.02650317136
1698	0.02647780215
1699	0.0264225377
1700	0.02637984811
1701	0.02633968836
1702	0.02629540251
1703	0.02629054097
1704	0.02626564818
1705	0.02623607504
1706	0.0262009596
1707	0.02617141241
1708	0.02614814476
1709	0.02613237099
1710	0.02611625019
1711	0.02609852844
1712	0.02608056306
1713	0.02605405735
1714	0.02604012659
1715	0.02602318806
1716	0.02596813528
1717	0.02592682096
1718	0.0259100264
1719	0.0259020474
1720	0.02589047097
1721	0.02587973828
1722	0.0258519413
1723	0.02582951437
1724	0.02581525201
1725	0.02577856212
1726	0.02577310828
1727	0.02575349035
1728	0.02573538972
1729	0.02572598871
1730	0.02571109875
1731	0.02568771299
1732	0.02566567144
1733	0.02564091469
1734	0.02563372091
1735	0.02562247549
1736	0.02556864022
1737	0.02554404169
1738	0.02552556657
1739	0.02550520306
1740	0.02547066014
1741	0.02544204758
1742	0.02540486821
1743	0.02536850725
1744	0.02536220038
1745	0.02535375265
1746	0.02531646945
1747	0.02530813155
1748	0.02526942186
1749	0.02524746505
1750	0.02522391424
1751	0.02518791277
1752	0.02518189205
1753	0.0251608053
1754	0.025151903
1755	0.02512857613
1756	0.0251121366
1757	0.0250984293
1758	0.02505205032
1759	0.02503345523
1760	0.02501421914
1761	0.02499016951
1762	0.02497494703
