iter	Logloss
234	0.3562533579
235	0.3559844621
236	0.3555809858
237	0.3552385647
238	0.3547269297
239	0.354530592
240	0.3542985158
241	0.3540814996
242	0.3537005145
243	0.353174152
244	0.3527358299
245	0.3526286617
246	0.3523340876
247	0.3519880539
248	0.3517956693
249	0.3512186691
250	0.3509422107
251	0.3507198539
252	0.3506167476
253	0.3502554601
254	0.3501138104
255	0.3499374653
256	0.3495999412
257	0.3493887877
258	0.349237295
259	0.3490240277
260	0.3485208767
261	0.348338734
262	0.3481983478
263	0.3477912802
264	0.3475654417
265	0.3473939994
266	0.3469236132
267	0.3468376372
268	0.3466062647
269	0.3463314218
270	0.346025422
271	0.3457992382
272	0.3454983883
273	0.3451857329
274	0.3447773379
275	0.3444319978
276	0.3441306075
277	0.3438612717
278	0.3434507387
279	0.3432226847
280	0.3429954494
281	0.3428624378
282	0.3425763299
283	0.3423033556
284	0.342035216
285	0.3416308764
286	0.3414409963
287	0.3411832192
288	0.340951398
289	0.3406486839
290	0.3403264544
291	0.3401463992
292	0.339729968
293	0.3394875888
294	0.3392595856
295	0.3388880607
296	0.3384578477
297	0.3383991898
298	0.3381756141
299	0.3376695366
300	0.3373824002
301	0.3372648181
302	0.3370180009
303	0.3366966627
304	0.3363674978
305	0.3361611845
306	0.3360032443
307	0.3357631539
308	0.3355082983
309	0.335306238
310	0.335143089
311	0.3348844434
312	0.3346436936
313	0.3343752107
314	0.3342317999
315	0.333946114
316	0.3338390251
317	0.3337097699
318	0.3334472096
319	0.3332842316
320	0.3331320769
321	0.3330089153
322	0.3326265777
323	0.3325048034
324	0.3322234931
325	0.3320244397
326	0.3318149396
327	0.3317065599
328	0.3315465221
329	0.3313174438
330	0.330984399
331	0.3307378352
332	0.3306133459
333	0.3304353313
334	0.330180019
335	0.3299155597
336	0.3295302803
337	0.3293401468
338	0.3289627442
339	0.3287618632
340	0.3285070102
341	0.32836519
342	0.3281723089
343	0.3280258764
344	0.3278072431
345	0.3276688068
346	0.3274520025
347	0.3272873927
348	0.3271563529
349	0.326953579
350	0.3268421325
351	0.3266577356
352	0.3265094443
353	0.3263010497
354	0.3261603015
355	0.3258390874
356	0.3255811499
357	0.3254189811
358	0.3252398554
359	0.3250856704
360	0.3249172274
361	0.3247375811
362	0.3245203058
363	0.3242784394
364	0.3241241753
365	0.3238582937
366	0.3235946543
367	0.3234241733
368	0.3232049991
369	0.3230333388
370	0.3229223115
371	0.322727003
372	0.3225630391
373	0.3222550021
374	0.3220945851
375	0.3218126153
376	0.3214743435
377	0.3213145523
378	0.3210750254
379	0.3208771191
380	0.3207164911
381	0.3205643049
382	0.320373607
383	0.320094689
384	0.3200060112
385	0.31971319
386	0.319585027
387	0.3193802145
388	0.3192530469
389	0.3189871934
390	0.3187995796
391	0.3187291761
392	0.3186164086
393	0.3183797264
394	0.3180835034
395	0.3178921284
396	0.3176566972
397	0.3175476872
398	0.3173650235
399	0.3171838919
400	0.3169812911
401	0.3166849517
402	0.3164263947
403	0.3162155675
404	0.3160339898
405	0.3157894962
406	0.3155662414
407	0.3152870443
408	0.3151139699
409	0.3150032159
410	0.3148390455
411	0.3147723425
412	0.3145447558
413	0.3143835797
414	0.314255404
415	0.3141298068
416	0.313953429
417	0.313698921
418	0.3135244667
419	0.3133554928
420	0.3130962614
421	0.3128744187
422	0.3126487805
423	0.3124476807
424	0.3123677025
425	0.3119850915
426	0.3117391922
427	0.3115464324
428	0.3114886288
429	0.3112117796
430	0.3111082342
431	0.3108553329
432	0.310590352
433	0.3103504845
434	0.3100870411
435	0.3099695833
436	0.3097827049
437	0.3094888775
438	0.3093055202
439	0.3091578486
440	0.3090175831
441	0.3088746883
442	0.3086388103
443	0.3084928336
444	0.3084151725
445	0.3080377612
446	0.3079435845
447	0.3077894426
448	0.3075950674
449	0.3073847486
450	0.3071818907
451	0.3070815677
452	0.3067939383
453	0.3066493211
454	0.3064197179
455	0.3063176721
456	0.3061307193
457	0.3060341323
458	0.305831041
459	0.3056457132
460	0.3054573488
461	0.3052486981
462	0.3050754081
463	0.3049932687
464	0.3048263431
465	0.3046010907
466	0.3044418407
467	0.3042921543
468	0.30400629
469	0.303912254
470	0.303691741
471	0.3034961597
472	0.3033449359
473	0.3029778267
474	0.3028303428
475	0.3027430044
476	0.3026149388
477	0.3023687537
478	0.3022676291
479	0.3020533358
480	0.3019304124
481	0.3017906861
482	0.301621985
483	0.3014726033
484	0.3012758393
485	0.3011353401
486	0.3010229224
487	0.3007700419
488	0.3005943832
489	0.3004499356
490	0.300152028
491	0.2999660938
492	0.2998539265
493	0.2996878781
494	0.299539652
495	0.2994064116
496	0.2992543762
497	0.2990347434
498	0.2988553179
499	0.2987294908
500	0.2985928723
501	0.2984446328
502	0.2983278755
503	0.2981624705
504	0.2979504968
505	0.297848951
506	0.2978290877
507	0.2974986575
508	0.29748882
509	0.2973414683
510	0.2971342028
511	0.2969642991
512	0.2967346212
513	0.2966457783
514	0.2964306362
515	0.2963275445
516	0.296222068
517	0.2961055665
518	0.2958651394
519	0.2954599476
520	0.2953890476
521	0.2953232187
522	0.2952542073
523	0.2950992106
524	0.2949869944
525	0.2948895189
526	0.294733797
527	0.2945579964
528	0.2944954537
529	0.2943405311
530	0.294289647
531	0.294201355
532	0.294034431
533	0.2938884161
534	0.2937617276
535	0.2936657353
536	0.2935055862
537	0.2933569109
538	0.2931555737
539	0.2928899929
540	0.2927159329
541	0.2925442128
542	0.2922517884
543	0.2920320114
544	0.2919570501
545	0.2918773246
546	0.2917873453
547	0.2916961215
548	0.2914086899
549	0.2910506565
550	0.29070053
551	0.2904681941
552	0.2903080277
553	0.2902051826
554	0.2900914993
555	0.289926344
556	0.2898443634
557	0.2897304852
558	0.2896202881
559	0.2895083275
560	0.289388407
561	0.2893050286
562	0.2891900893
563	0.2889574294
564	0.2888999434
565	0.2887722972
566	0.2886182521
567	0.2885025937
568	0.2882033422
569	0.2881054813
570	0.2877791731
571	0.2876131521
572	0.2873423224
573	0.2872960572
574	0.2870513097
575	0.2868838841
576	0.2868223954
577	0.2866398251
578	0.2864541432
579	0.2862744384
580	0.2861555068
581	0.2860592628
582	0.2859915689
583	0.2858495871
584	0.2856438512
585	0.2854120269
586	0.2853124765
587	0.2851194947
588	0.2849298257
589	0.2847814017
590	0.2845756402
591	0.2845382956
592	0.2843739243
593	0.2843031188
594	0.2840604546
595	0.2838808764
596	0.2836981771
597	0.2835057264
598	0.2833960691
599	0.2833108233
600	0.2831484457
601	0.2829854822
602	0.2827853319
603	0.282593839
604	0.2824491767
605	0.2821424552
606	0.282020989
607	0.2818493146
608	0.2817385808
609	0.2816078044
610	0.2814931429
611	0.2812552057
612	0.2811472992
613	0.281014725
614	0.2808746087
615	0.2807695745
616	0.2805021238
617	0.2802030169
618	0.2801284106
619	0.2799991881
620	0.2798050214
621	0.2796579444
622	0.279289805
623	0.2791801236
624	0.2790906529
625	0.2789795439
626	0.2789166915
627	0.2786989223
628	0.278560793
629	0.2784020075
630	0.2781599052
631	0.2779581209
632	0.2778542305
633	0.2777284001
634	0.2775405456
635	0.2775143235
636	0.2773625261
637	0.2770800975
638	0.2768724101
639	0.2766938254
640	0.2766308796
641	0.2764909817
642	0.2763167472
643	0.2761145327
644	0.2759633967
645	0.2757367168
646	0.2756339725
647	0.2752121678
648	0.275075624
649	0.274992726
650	0.2748767025
651	0.2747091607
652	0.2746562104
653	0.2745192526
654	0.2743847921
655	0.2741054137
656	0.2739660413
657	0.2738189569
658	0.2736708139
659	0.273594881
660	0.2734920761
661	0.2733091943
662	0.2731625371
663	0.2730100302
664	0.2728813738
665	0.2725592906
666	0.2724627197
667	0.2723724892
668	0.2722401877
669	0.2721485378
670	0.2719592335
671	0.2715666183
672	0.2713323898
673	0.2710348348
674	0.2709350875
675	0.2709035369
676	0.2708491935
677	0.2706590667
678	0.2705548318
679	0.2702675048
680	0.270231724
681	0.2700584729
682	0.2699478892
683	0.2697910377
684	0.2697318461
685	0.2694351213
686	0.2693291347
687	0.2692128828
688	0.2690316822
689	0.2687935717
690	0.2685926097
691	0.268470874
692	0.2683333887
693	0.2679938732
694	0.2677717517
695	0.2675479664
696	0.2674285884
697	0.2671775705
698	0.2669169873
699	0.2666854408
700	0.2665034613
701	0.2661194883
702	0.2660156346
703	0.2658757423
704	0.2656612664
705	0.2655236654
706	0.2654676898
707	0.2651783209
708	0.2649078509
709	0.2648179044
710	0.2645740469
711	0.2644040129
712	0.2643157718
713	0.2641349438
714	0.2640299346
715	0.2639071566
716	0.2636755298
717	0.2635162994
718	0.263388976
719	0.2632402559
720	0.2631282947
721	0.2629859277
722	0.2627831983
723	0.2626645515
724	0.2625302633
725	0.2624328989
726	0.262240196
727	0.2619042386
728	0.2616804962
729	0.2615588639
730	0.2614764909
731	0.2612934879
732	0.2609616156
733	0.2609215918
734	0.2607109559
735	0.2605123029
736	0.2603155736
737	0.2601996103
738	0.2600428249
739	0.2599385552
740	0.2598168758
741	0.2596497338
742	0.259543101
743	0.2592358114
744	0.2589331188
745	0.2587855752
746	0.2586068944
747	0.2583799204
748	0.258254104
749	0.2580367715
750	0.2577988059
751	0.2576859229
752	0.2575864829
753	0.2574139939
754	0.2573888441
755	0.2572404379
756	0.2571178893
757	0.2568725719
758	0.2564647229
759	0.2563938086
760	0.2561853457
761	0.2560188611
762	0.2558812948
763	0.2557133901
764	0.25562854
765	0.2554797764
766	0.2553041046
767	0.2552291164
768	0.2550386622
769	0.2549333778
770	0.2547342662
771	0.2545002596
772	0.2542747487
773	0.2540590784
774	0.2539540374
775	0.253795123
776	0.2537206992
777	0.2536787276
778	0.2536138152
779	0.2533699101
780	0.2532724824
781	0.2530646903
782	0.2529664766
783	0.2527130416
784	0.2526750122
785	0.2525729102
786	0.2524808053
787	0.2524071776
788	0.2521706512
789	0.2520775076
790	0.2518960448
791	0.2517243343
792	0.2514525296
793	0.2512100229
794	0.2509391205
795	0.2507442357
796	0.2506171252
797	0.2504780073
798	0.2502737843
799	0.2500965392
800	0.249978383
801	0.2498717786
802	0.24974128
803	0.2496455176
804	0.2495263444
805	0.2492343185
806	0.2491174619
807	0.2489530925
808	0.2488561558
809	0.2486141399
810	0.2484967757
811	0.2483908282
812	0.2482689838
813	0.2481052617
814	0.2479696752
815	0.2478741741
816	0.2476705877
817	0.2475790392
818	0.2473146201
819	0.2471301656
820	0.2469286348
821	0.2466178718
822	0.2464849175
823	0.2463485785
824	0.2462843739
825	0.2461605486
826	0.2458977143
827	0.2455591428
828	0.2452065097
829	0.2450535161
830	0.2449206034
831	0.2448128891
832	0.2445846598
833	0.2445099201
834	0.2443632004
835	0.2441970919
836	0.244090393
837	0.2439232934
838	0.2435964668
839	0.2434069715
840	0.243362388
841	0.2431522779
842	0.2430555205
843	0.2429770805
844	0.2429074923
845	0.2427261019
846	0.2425894912
847	0.2425327871
848	0.2423010928
849	0.2422226267
850	0.2421343277
851	0.2417279027
852	0.2416554882
853	0.241525848
854	0.2413955537
855	0.2411142284
856	0.2409722304
857	0.2408817844
858	0.2407658413
859	0.2406510632
860	0.2405164873
861	0.2403655011
862	0.2402835268
863	0.2401318168
864	0.2398614105
865	0.2397691852
866	0.239482563
867	0.2393928963
868	0.2392428713
869	0.2391342495
870	0.2390032433
871	0.2389619853
872	0.2388746245
873	0.2386646949
874	0.2384664345
875	0.2383453708
876	0.2383417411
877	0.2380605534
878	0.2379809262
879	0.2378856985
880	0.2375444899
881	0.237399406
882	0.2373163324
883	0.2372377753
884	0.2370479322
885	0.2368025869
886	0.2366685755
887	0.2365084419
888	0.2363991078
889	0.236123503
890	0.2360521473
891	0.2360123874
892	0.2359436893
893	0.2358486244
894	0.2357342296
895	0.2356075861
896	0.2355405081
897	0.2354204002
898	0.2353646073
899	0.2352388521
900	0.2351167694
901	0.2349959896
902	0.2348731586
903	0.2347725612
904	0.2344608581
905	0.2343915084
906	0.2343021396
907	0.2340969872
908	0.2340099395
909	0.2338513453
910	0.2337055785
911	0.2334643458
912	0.2333533729
913	0.2332665356
914	0.2331377669
915	0.2330087831
916	0.2328898157
917	0.2326957124
918	0.232643852
919	0.2324872127
920	0.2323497361
921	0.2322464727
922	0.2321500566
923	0.2319776614
924	0.2319187455
925	0.2316466563
926	0.2315726319
927	0.2313639595
928	0.2311773798
929	0.2311036587
930	0.2310425207
931	0.2308726668
932	0.2306576016
933	0.2305594198
934	0.230340333
935	0.2302858333
936	0.2300839888
937	0.2299925103
938	0.2297806346
939	0.2294702355
940	0.229411962
941	0.2292663558
942	0.2291758956
943	0.22910909
944	0.2290074118
945	0.2289434573
946	0.2287933085
947	0.2285072784
948	0.2284255319
949	0.2282156715
950	0.2281547619
951	0.2279172172
952	0.2278017421
953	0.2276615678
954	0.2274287476
955	0.2273295324
956	0.2272395153
957	0.2270265408
958	0.2269689995
959	0.2267213626
960	0.22650095
961	0.2264453843
962	0.2263643906
963	0.2262798318
964	0.2262243502
965	0.2261683462
966	0.2261212951
967	0.2259487232
968	0.2258960033
969	0.2255942273
970	0.2254024128
971	0.2253393113
972	0.2252618451
973	0.2251189674
974	0.2249591858
975	0.2248718176
976	0.2247958497
977	0.2246335779
978	0.2245092844
979	0.2243344065
980	0.2241974892
981	0.2240545711
982	0.2238679029
983	0.223793087
984	0.2237125503
985	0.2235839103
986	0.2234801716
987	0.2232876184
988	0.2232216822
989	0.2230421388
990	0.2228938216
991	0.2228022964
992	0.2227666121
993	0.2225895173
994	0.2225091668
995	0.2223663836
996	0.2221943232
997	0.2220284247
998	0.22195614
999	0.2218296222
